Feature 1,Feature 2,cluster,huge_cluster_tip,huge_cluster
15.400751,7.114376,0,polar,1.0
15.459733,7.9012823,0,polar,1.0
15.5323,8.008122,0,polar,1.0
15.635096,7.5837526,0,polar,1.0
5.18684,8.305571,1,low_polar+aliphatic+G+P,0.0
15.064294,8.731782,0,polar,1.0
14.192754,15.154478,2,P,3.0
15.298754,7.2845817,0,polar,1.0
3.3583643,11.326216,1,low_polar+aliphatic+G+P,0.0
14.809671,7.833305,0,polar,1.0
3.6268969,13.650194,1,low_polar+aliphatic+G+P,0.0
6.0013647,10.251604,1,low_polar+aliphatic+G+P,0.0
4.561001,11.702459,1,low_polar+aliphatic+G+P,0.0
5.073767,10.154052,1,low_polar+aliphatic+G+P,0.0
15.341533,8.304171,0,polar,1.0
2.6544223,1.3482742,3,pos_neg_charged,2.0
15.412154,7.383061,0,polar,1.0
13.890611,16.812006,2,P,3.0
13.784891,16.672329,2,P,3.0
4.1903706,12.135964,1,low_polar+aliphatic+G+P,0.0
5.9517803,13.014037,1,low_polar+aliphatic+G+P,0.0
3.2751722,11.850882,1,low_polar+aliphatic+G+P,0.0
5.876334,9.988759,1,low_polar+aliphatic+G+P,0.0
14.583102,8.253651,0,polar,1.0
5.4003353,9.619846,1,low_polar+aliphatic+G+P,0.0
16.560999,7.2506175,0,polar,1.0
8.158528,-0.5632397,4,pos_neg_charged,2.0
1.5152464,12.350582,1,low_polar+aliphatic+G+P,0.0
15.678192,6.445524,0,polar,1.0
5.150285,10.699476,1,low_polar+aliphatic+G+P,0.0
3.0562086,11.241452,1,low_polar+aliphatic+G+P,0.0
5.7492604,13.169765,1,low_polar+aliphatic+G+P,0.0
3.6674871,9.816102,1,low_polar+aliphatic+G+P,0.0
5.6741652,13.235844,1,low_polar+aliphatic+G+P,0.0
2.1716688,11.868429,1,low_polar+aliphatic+G+P,0.0
15.351808,6.905815,0,polar,1.0
5.375282,12.838711,1,low_polar+aliphatic+G+P,0.0
4.030588,9.181706,1,low_polar+aliphatic+G+P,0.0
5.0685363,10.570618,1,low_polar+aliphatic+G+P,0.0
13.368551,3.1517806,5,polar,1.0
15.54618,6.6795692,0,polar,1.0
5.3908424,11.433647,1,low_polar+aliphatic+G+P,0.0
5.1190276,11.470627,1,low_polar+aliphatic+G+P,0.0
2.6002285,1.650994,3,pos_neg_charged,2.0
3.9964292,12.189075,1,low_polar+aliphatic+G+P,0.0
2.1410687,1.2666858,3,pos_neg_charged,2.0
3.3341637,9.729289,1,low_polar+aliphatic+G+P,0.0
1.6124861,10.75865,1,low_polar+aliphatic+G+P,0.0
3.9765925,11.651619,1,low_polar+aliphatic+G+P,0.0
3.631505,9.284135,1,low_polar+aliphatic+G+P,0.0
4.199504,13.012062,1,low_polar+aliphatic+G+P,0.0
13.76013,15.642713,2,P,3.0
4.8962555,11.163693,1,low_polar+aliphatic+G+P,0.0
6.03824,12.144821,1,low_polar+aliphatic+G+P,0.0
2.31214,12.522727,1,low_polar+aliphatic+G+P,0.0
6.2193594,11.104274,1,low_polar+aliphatic+G+P,0.0
5.8070602,9.814963,1,low_polar+aliphatic+G+P,0.0
14.262306,15.557058,2,P,3.0
3.8775744,10.736591,1,low_polar+aliphatic+G+P,0.0
3.4574761,10.47165,1,low_polar+aliphatic+G+P,0.0
4.127955,12.898476,1,low_polar+aliphatic+G+P,0.0
4.6667175,11.240081,1,low_polar+aliphatic+G+P,0.0
4.4014025,12.020411,1,low_polar+aliphatic+G+P,0.0
3.3480785,12.329462,1,low_polar+aliphatic+G+P,0.0
5.3906064,11.972174,1,low_polar+aliphatic+G+P,0.0
5.1154127,12.443328,1,low_polar+aliphatic+G+P,0.0
4.4054184,12.426626,1,low_polar+aliphatic+G+P,0.0
4.223954,13.794723,1,low_polar+aliphatic+G+P,0.0
3.2727585,12.5780115,1,low_polar+aliphatic+G+P,0.0
5.434401,13.0475855,1,low_polar+aliphatic+G+P,0.0
2.924245,12.870499,1,low_polar+aliphatic+G+P,0.0
3.001521,10.784232,1,low_polar+aliphatic+G+P,0.0
1.6607189,10.66352,1,low_polar+aliphatic+G+P,0.0
1.9495335,10.378612,1,low_polar+aliphatic+G+P,0.0
-4.811541,4.010655,6,G,4.0
2.0540266,12.632189,1,low_polar+aliphatic+G+P,0.0
4.618928,12.879582,1,low_polar+aliphatic+G+P,0.0
2.0186713,0.5208607,3,pos_neg_charged,2.0
2.0966213,0.37200493,3,pos_neg_charged,2.0
2.4423335,13.030771,1,low_polar+aliphatic+G+P,0.0
3.211257,12.185122,1,low_polar+aliphatic+G+P,0.0
5.931586,10.949093,1,low_polar+aliphatic+G+P,0.0
5.8786025,13.528033,1,low_polar+aliphatic+G+P,0.0
5.1406097,13.054246,1,low_polar+aliphatic+G+P,0.0
5.5522985,12.168265,1,low_polar+aliphatic+G+P,0.0
4.5709167,12.925778,1,low_polar+aliphatic+G+P,0.0
2.9306674,1.3646225,3,pos_neg_charged,2.0
3.1436188,0.9773182,3,pos_neg_charged,2.0
5.2158794,13.797138,1,low_polar+aliphatic+G+P,0.0
5.57134,12.771788,1,low_polar+aliphatic+G+P,0.0
13.000494,3.3577454,5,polar,1.0
16.24261,7.3684697,0,polar,1.0
14.812381,8.070604,0,polar,1.0
6.2087493,10.184411,1,low_polar+aliphatic+G+P,0.0
5.7891273,9.890137,1,low_polar+aliphatic+G+P,0.0
5.8771605,10.411898,1,low_polar+aliphatic+G+P,0.0
6.7760897,10.075163,1,low_polar+aliphatic+G+P,0.0
5.959352,10.007719,1,low_polar+aliphatic+G+P,0.0
5.651851,9.939962,1,low_polar+aliphatic+G+P,0.0
6.5633917,10.101174,1,low_polar+aliphatic+G+P,0.0
13.407843,3.8334634,5,polar,1.0
6.789293,10.041555,1,low_polar+aliphatic+G+P,0.0
3.7316868,11.389886,1,low_polar+aliphatic+G+P,0.0
6.240526,10.093684,1,low_polar+aliphatic+G+P,0.0
13.958539,16.867964,2,P,3.0
5.693305,13.143935,1,low_polar+aliphatic+G+P,0.0
13.878213,16.765259,2,P,3.0
13.960867,16.857155,2,P,3.0
6.4002223,12.477259,1,low_polar+aliphatic+G+P,0.0
13.851506,15.519715,2,P,3.0
5.1345468,11.969639,1,low_polar+aliphatic+G+P,0.0
6.1899614,12.763874,1,low_polar+aliphatic+G+P,0.0
5.8343816,13.366355,1,low_polar+aliphatic+G+P,0.0
6.327129,12.412159,1,low_polar+aliphatic+G+P,0.0
14.878197,6.690716,0,polar,1.0
4.7988973,13.540162,1,low_polar+aliphatic+G+P,0.0
2.9239807,9.807888,1,low_polar+aliphatic+G+P,0.0
4.916096,12.72142,1,low_polar+aliphatic+G+P,0.0
5.4690104,10.731396,1,low_polar+aliphatic+G+P,0.0
2.8804002,9.855113,1,low_polar+aliphatic+G+P,0.0
14.118432,6.865883,0,polar,1.0
1.807718,12.382438,1,low_polar+aliphatic+G+P,0.0
14.58799,7.5135107,0,polar,1.0
2.7419412,12.719145,1,low_polar+aliphatic+G+P,0.0
3.1181996,11.05308,1,low_polar+aliphatic+G+P,0.0
2.2022984,1.7073014,3,pos_neg_charged,2.0
12.888606,2.9951444,5,polar,1.0
3.5491662,13.436905,1,low_polar+aliphatic+G+P,0.0
1.272684,13.263303,1,low_polar+aliphatic+G+P,0.0
15.818388,7.8809376,0,polar,1.0
17.48839,7.0851846,0,polar,1.0
14.983925,8.102762,0,polar,1.0
13.049499,3.4842064,5,polar,1.0
13.07319,3.5293608,5,polar,1.0
6.068015,12.562681,1,low_polar+aliphatic+G+P,0.0
4.8599586,8.256711,1,low_polar+aliphatic+G+P,0.0
13.124182,3.8163218,5,polar,1.0
3.0629616,11.653629,1,low_polar+aliphatic+G+P,0.0
2.089908,10.769567,1,low_polar+aliphatic+G+P,0.0
6.0622535,12.407275,1,low_polar+aliphatic+G+P,0.0
5.917891,13.1145315,1,low_polar+aliphatic+G+P,0.0
2.0065658,11.953627,1,low_polar+aliphatic+G+P,0.0
4.138371,12.732783,1,low_polar+aliphatic+G+P,0.0
5.4246593,10.638677,1,low_polar+aliphatic+G+P,0.0
2.9593093,11.981151,1,low_polar+aliphatic+G+P,0.0
2.295224,12.428702,1,low_polar+aliphatic+G+P,0.0
15.098649,8.156894,0,polar,1.0
2.907169,12.521044,1,low_polar+aliphatic+G+P,0.0
4.2356005,10.768094,1,low_polar+aliphatic+G+P,0.0
4.9668474,11.014177,1,low_polar+aliphatic+G+P,0.0
3.4219003,10.286482,1,low_polar+aliphatic+G+P,0.0
16.11048,7.835832,0,polar,1.0
2.8211586,12.62092,1,low_polar+aliphatic+G+P,0.0
4.019174,12.302636,1,low_polar+aliphatic+G+P,0.0
4.1942196,10.767218,1,low_polar+aliphatic+G+P,0.0
2.7453213,10.177042,1,low_polar+aliphatic+G+P,0.0
4.648273,10.720126,1,low_polar+aliphatic+G+P,0.0
3.6271083,9.723176,1,low_polar+aliphatic+G+P,0.0
4.481062,11.583828,1,low_polar+aliphatic+G+P,0.0
3.8474321,10.254308,1,low_polar+aliphatic+G+P,0.0
3.4010003,10.441847,1,low_polar+aliphatic+G+P,0.0
5.398025,11.036449,1,low_polar+aliphatic+G+P,0.0
5.714417,10.900864,1,low_polar+aliphatic+G+P,0.0
11.179978,1.3287668,8,polar,1.0
2.5160222,10.634889,1,low_polar+aliphatic+G+P,0.0
5.924973,11.398933,1,low_polar+aliphatic+G+P,0.0
2.341478,1.2431443,3,pos_neg_charged,2.0
1.767898,10.712804,1,low_polar+aliphatic+G+P,0.0
15.9917965,6.994567,0,polar,1.0
3.3013587,12.367012,1,low_polar+aliphatic+G+P,0.0
3.8883238,11.379469,1,low_polar+aliphatic+G+P,0.0
5.939463,10.757695,1,low_polar+aliphatic+G+P,0.0
2.2239466,11.720063,1,low_polar+aliphatic+G+P,0.0
5.3433824,11.885505,1,low_polar+aliphatic+G+P,0.0
13.75748,16.53816,2,P,3.0
5.327595,11.822033,1,low_polar+aliphatic+G+P,0.0
5.65645,11.788261,1,low_polar+aliphatic+G+P,0.0
3.8759062,11.061632,1,low_polar+aliphatic+G+P,0.0
5.330895,-0.17238672,9,pos,5.0
15.7835,6.691414,0,polar,1.0
15.456928,8.041674,0,polar,1.0
15.308031,6.4159093,0,polar,1.0
13.143236,3.9204664,5,polar,1.0
6.251748,0.05774772,9,pos,5.0
13.418545,3.4184914,5,polar,1.0
-1.3922222,6.9202466,10,aliphatic,6.0
-1.4842302,6.9331503,10,aliphatic,6.0
1.9188287,10.359547,1,low_polar+aliphatic+G+P,0.0
3.3544877,9.7945,1,low_polar+aliphatic+G+P,0.0
4.536124,13.075533,1,low_polar+aliphatic+G+P,0.0
4.9903345,11.633799,1,low_polar+aliphatic+G+P,0.0
15.944126,6.2998185,0,polar,1.0
14.919347,7.5530615,0,polar,1.0
12.970648,3.3316708,5,polar,1.0
16.311369,7.284671,0,polar,1.0
1.3022767,12.077396,1,low_polar+aliphatic+G+P,0.0
5.7142615,10.519742,1,low_polar+aliphatic+G+P,0.0
14.783188,8.064954,0,polar,1.0
6.2045274,10.181103,1,low_polar+aliphatic+G+P,0.0
5.7618093,9.952214,1,low_polar+aliphatic+G+P,0.0
14.595998,7.8423123,0,polar,1.0
5.841393,10.396371,1,low_polar+aliphatic+G+P,0.0
6.7872562,10.076789,1,low_polar+aliphatic+G+P,0.0
5.9679527,10.024945,1,low_polar+aliphatic+G+P,0.0
6.0375533,10.064846,1,low_polar+aliphatic+G+P,0.0
6.5351334,10.069731,1,low_polar+aliphatic+G+P,0.0
13.446645,3.8725739,5,polar,1.0
14.453686,7.923628,0,polar,1.0
3.5665493,11.326958,1,low_polar+aliphatic+G+P,0.0
6.230358,10.11801,1,low_polar+aliphatic+G+P,0.0
6.55846,10.16406,1,low_polar+aliphatic+G+P,0.0
5.486609,11.6573715,1,low_polar+aliphatic+G+P,0.0
4.571918,13.203149,1,low_polar+aliphatic+G+P,0.0
15.921262,6.5674114,0,polar,1.0
4.9303703,13.494209,1,low_polar+aliphatic+G+P,0.0
5.6108766,13.26804,1,low_polar+aliphatic+G+P,0.0
15.530405,6.6553497,0,polar,1.0
4.7094417,13.493178,1,low_polar+aliphatic+G+P,0.0
3.719617,13.225012,1,low_polar+aliphatic+G+P,0.0
15.350099,6.379185,0,polar,1.0
15.425361,6.392745,0,polar,1.0
8.196422,-0.5898385,4,pos_neg_charged,2.0
3.1901188,1.2117718,3,pos_neg_charged,2.0
2.9146824,1.3471366,3,pos_neg_charged,2.0
4.8389974,13.916041,1,low_polar+aliphatic+G+P,0.0
15.128459,6.9308214,0,polar,1.0
-2.4622061,-2.930853,11,neg,7.0
8.633041,-0.45789912,4,pos_neg_charged,2.0
1.969113,0.8567253,3,pos_neg_charged,2.0
6.3050504,10.46071,1,low_polar+aliphatic+G+P,0.0
5.486418,11.638219,1,low_polar+aliphatic+G+P,0.0
5.269403,10.606364,1,low_polar+aliphatic+G+P,0.0
2.4333844,1.6579529,3,pos_neg_charged,2.0
5.203039,13.197447,1,low_polar+aliphatic+G+P,0.0
5.9201818,13.367735,1,low_polar+aliphatic+G+P,0.0
5.6807,12.323481,1,low_polar+aliphatic+G+P,0.0
4.4455094,11.84086,1,low_polar+aliphatic+G+P,0.0
4.8636556,11.635148,1,low_polar+aliphatic+G+P,0.0
2.0267448,10.506171,1,low_polar+aliphatic+G+P,0.0
4.117873,12.377092,1,low_polar+aliphatic+G+P,0.0
5.719042,12.526472,1,low_polar+aliphatic+G+P,0.0
5.261497,12.909561,1,low_polar+aliphatic+G+P,0.0
3.1467872,10.77541,1,low_polar+aliphatic+G+P,0.0
5.293887,10.581636,1,low_polar+aliphatic+G+P,0.0
4.8206863,9.967029,1,low_polar+aliphatic+G+P,0.0
4.8105927,8.606561,1,low_polar+aliphatic+G+P,0.0
15.871327,8.079706,0,polar,1.0
6.101851,11.482117,1,low_polar+aliphatic+G+P,0.0
4.177662,11.364854,1,low_polar+aliphatic+G+P,0.0
4.292162,11.812791,1,low_polar+aliphatic+G+P,0.0
4.2264667,10.819929,1,low_polar+aliphatic+G+P,0.0
4.40102,13.005725,1,low_polar+aliphatic+G+P,0.0
14.571838,7.645422,0,polar,1.0
15.637683,7.2928123,0,polar,1.0
15.6842165,7.8757977,0,polar,1.0
5.3019896,13.251945,1,low_polar+aliphatic+G+P,0.0
-1.5652934,7.1734533,10,aliphatic,6.0
4.806909,9.4609375,1,low_polar+aliphatic+G+P,0.0
3.3420153,9.826835,1,low_polar+aliphatic+G+P,0.0
2.3718193,10.146549,1,low_polar+aliphatic+G+P,0.0
5.6439786,13.472458,1,low_polar+aliphatic+G+P,0.0
4.107439,9.46426,1,low_polar+aliphatic+G+P,0.0
4.014321,8.316222,1,low_polar+aliphatic+G+P,0.0
3.4197347,10.886967,1,low_polar+aliphatic+G+P,0.0
3.0848262,11.342464,1,low_polar+aliphatic+G+P,0.0
2.9507499,1.1460559,3,pos_neg_charged,2.0
2.4651926,12.773334,1,low_polar+aliphatic+G+P,0.0
-2.1895564,-2.600889,11,neg,7.0
4.5102506,11.767169,1,low_polar+aliphatic+G+P,0.0
3.0476093,11.199666,1,low_polar+aliphatic+G+P,0.0
4.160487,12.3490305,1,low_polar+aliphatic+G+P,0.0
5.477367,-0.24709678,9,pos,5.0
-4.8356557,3.9483616,6,G,4.0
14.72119,8.299578,0,polar,1.0
5.774957,10.160211,1,low_polar+aliphatic+G+P,0.0
5.916504,10.946847,1,low_polar+aliphatic+G+P,0.0
-2.478665,-2.9243453,11,neg,7.0
2.2565286,12.458228,1,low_polar+aliphatic+G+P,0.0
5.194855,9.6557,1,low_polar+aliphatic+G+P,0.0
4.191816,8.694757,1,low_polar+aliphatic+G+P,0.0
3.9521914,9.246445,1,low_polar+aliphatic+G+P,0.0
14.522529,15.960837,2,P,3.0
5.34395,9.705058,1,low_polar+aliphatic+G+P,0.0
4.4737177,8.618181,1,low_polar+aliphatic+G+P,0.0
3.5591612,11.74619,1,low_polar+aliphatic+G+P,0.0
5.209963,9.2641945,1,low_polar+aliphatic+G+P,0.0
15.401027,7.3006015,0,polar,1.0
15.377471,8.620257,0,polar,1.0
2.7055712,12.773213,1,low_polar+aliphatic+G+P,0.0
4.364149,12.399361,1,low_polar+aliphatic+G+P,0.0
4.7978363,10.202232,1,low_polar+aliphatic+G+P,0.0
3.7418501,11.136545,1,low_polar+aliphatic+G+P,0.0
-1.0625557,7.1320577,10,aliphatic,6.0
13.793626,16.617424,2,P,3.0
14.001275,16.915047,2,P,3.0
6.1061134,10.19505,1,low_polar+aliphatic+G+P,0.0
3.81338,12.022133,1,low_polar+aliphatic+G+P,0.0
15.728308,7.298631,0,polar,1.0
4.8350167,13.716258,1,low_polar+aliphatic+G+P,0.0
3.994631,13.82888,1,low_polar+aliphatic+G+P,0.0
3.7308118,11.413063,1,low_polar+aliphatic+G+P,0.0
4.0781026,13.109007,1,low_polar+aliphatic+G+P,0.0
14.679388,7.8338842,0,polar,1.0
16.073769,6.904428,0,polar,1.0
16.105566,6.5699306,0,polar,1.0
3.9091187,12.0603285,1,low_polar+aliphatic+G+P,0.0
4.3275533,10.541321,1,low_polar+aliphatic+G+P,0.0
16.794569,7.554279,0,polar,1.0
3.9931765,12.809937,1,low_polar+aliphatic+G+P,0.0
15.570607,6.6294465,0,polar,1.0
4.252628,11.257752,1,low_polar+aliphatic+G+P,0.0
5.721146,11.46643,1,low_polar+aliphatic+G+P,0.0
1.818619,12.595443,1,low_polar+aliphatic+G+P,0.0
5.9807243,11.636742,1,low_polar+aliphatic+G+P,0.0
16.494707,7.093986,0,polar,1.0
15.401801,8.314297,0,polar,1.0
15.153727,7.8807144,0,polar,1.0
4.8029466,11.080619,1,low_polar+aliphatic+G+P,0.0
1.7246513,11.961661,1,low_polar+aliphatic+G+P,0.0
4.8318934,8.380308,1,low_polar+aliphatic+G+P,0.0
5.3064427,9.648577,1,low_polar+aliphatic+G+P,0.0
4.684813,8.243637,1,low_polar+aliphatic+G+P,0.0
4.097089,8.763355,1,low_polar+aliphatic+G+P,0.0
2.888502,11.430168,1,low_polar+aliphatic+G+P,0.0
5.646323,9.832961,1,low_polar+aliphatic+G+P,0.0
4.695909,12.491062,1,low_polar+aliphatic+G+P,0.0
5.207751,11.421655,1,low_polar+aliphatic+G+P,0.0
6.0099936,10.314493,1,low_polar+aliphatic+G+P,0.0
4.4037175,11.981981,1,low_polar+aliphatic+G+P,0.0
4.640078,11.487203,1,low_polar+aliphatic+G+P,0.0
4.715042,9.494814,1,low_polar+aliphatic+G+P,0.0
-4.6792936,4.104808,6,G,4.0
4.4345717,8.210621,1,low_polar+aliphatic+G+P,0.0
4.222977,12.211737,1,low_polar+aliphatic+G+P,0.0
5.076741,8.91072,1,low_polar+aliphatic+G+P,0.0
4.54889,9.762165,1,low_polar+aliphatic+G+P,0.0
4.9738936,9.395561,1,low_polar+aliphatic+G+P,0.0
5.47314,9.194075,1,low_polar+aliphatic+G+P,0.0
3.9505856,12.066751,1,low_polar+aliphatic+G+P,0.0
3.1241274,12.130075,1,low_polar+aliphatic+G+P,0.0
2.940201,12.540492,1,low_polar+aliphatic+G+P,0.0
2.5902343,13.179848,1,low_polar+aliphatic+G+P,0.0
2.634405,13.674822,1,low_polar+aliphatic+G+P,0.0
4.8949785,12.0378895,1,low_polar+aliphatic+G+P,0.0
16.305784,6.8890467,0,polar,1.0
3.5188832,12.739443,1,low_polar+aliphatic+G+P,0.0
2.723592,12.705911,1,low_polar+aliphatic+G+P,0.0
15.438213,8.2538805,0,polar,1.0
3.7768896,11.851564,1,low_polar+aliphatic+G+P,0.0
14.949747,7.729523,0,polar,1.0
6.1116524,11.693183,1,low_polar+aliphatic+G+P,0.0
15.431474,11.576373,12,Q,8.0
5.9380465,13.069603,1,low_polar+aliphatic+G+P,0.0
2.9044876,1.1689781,3,pos_neg_charged,2.0
6.3899913,10.946124,1,low_polar+aliphatic+G+P,0.0
16.41063,7.1741524,0,polar,1.0
4.8603926,14.371189,1,low_polar+aliphatic+G+P,0.0
2.92998,1.1679168,3,pos_neg_charged,2.0
15.914713,8.012773,0,polar,1.0
2.0662766,11.489006,1,low_polar+aliphatic+G+P,0.0
16.308609,9.019307,0,polar,1.0
5.379122,12.014058,1,low_polar+aliphatic+G+P,0.0
2.4207609,10.23043,1,low_polar+aliphatic+G+P,0.0
-4.82396,3.9158716,6,G,4.0
5.151107,11.568113,1,low_polar+aliphatic+G+P,0.0
1.7208229,0.5282368,3,pos_neg_charged,2.0
4.833928,10.213879,1,low_polar+aliphatic+G+P,0.0
3.5513706,12.669215,1,low_polar+aliphatic+G+P,0.0
1.9743408,1.5875332,3,pos_neg_charged,2.0
3.8168879,13.310947,1,low_polar+aliphatic+G+P,0.0
-5.4504623,3.6098547,6,G,4.0
1.5175726,11.2455,1,low_polar+aliphatic+G+P,0.0
-5.1716175,3.7873485,6,G,4.0
4.227886,10.338936,1,low_polar+aliphatic+G+P,0.0
6.193552,10.063707,1,low_polar+aliphatic+G+P,0.0
4.4939456,13.98209,1,low_polar+aliphatic+G+P,0.0
-4.5465035,3.5437496,6,G,4.0
15.722139,7.90301,0,polar,1.0
15.405192,7.994184,0,polar,1.0
16.298677,6.9867887,0,polar,1.0
5.863921,11.558534,1,low_polar+aliphatic+G+P,0.0
5.901469,10.308009,1,low_polar+aliphatic+G+P,0.0
15.017617,7.735817,0,polar,1.0
4.6092844,11.182899,1,low_polar+aliphatic+G+P,0.0
5.8110843,10.945338,1,low_polar+aliphatic+G+P,0.0
15.7303,7.2489557,0,polar,1.0
5.602743,11.488417,1,low_polar+aliphatic+G+P,0.0
-5.1953382,3.8096642,6,G,4.0
-1.5789318,7.1788397,10,aliphatic,6.0
5.189334,9.775098,1,low_polar+aliphatic+G+P,0.0
11.213992,1.3600364,8,polar,1.0
4.519343,8.036286,1,low_polar+aliphatic+G+P,0.0
14.636105,7.8688507,0,polar,1.0
15.031895,10.047177,12,Q,8.0
14.582293,7.2559233,0,polar,1.0
15.047384,10.121241,12,Q,8.0
15.060196,10.160185,12,Q,8.0
15.876356,7.8568306,0,polar,1.0
5.081815,11.677733,1,low_polar+aliphatic+G+P,0.0
14.496392,7.211507,0,polar,1.0
5.0862026,9.02179,1,low_polar+aliphatic+G+P,0.0
4.758173,9.49329,1,low_polar+aliphatic+G+P,0.0
5.772396,9.406952,1,low_polar+aliphatic+G+P,0.0
5.1283956,9.671215,1,low_polar+aliphatic+G+P,0.0
3.3085837,13.297933,1,low_polar+aliphatic+G+P,0.0
15.917103,7.4471264,0,polar,1.0
3.2883263,13.317195,1,low_polar+aliphatic+G+P,0.0
4.0093613,12.906579,1,low_polar+aliphatic+G+P,0.0
6.135075,9.747276,1,low_polar+aliphatic+G+P,0.0
15.459201,11.596026,12,Q,8.0
3.6934676,10.558913,1,low_polar+aliphatic+G+P,0.0
4.7697372,9.764561,1,low_polar+aliphatic+G+P,0.0
4.2190022,12.648724,1,low_polar+aliphatic+G+P,0.0
14.49137,15.5947695,2,P,3.0
5.6119046,11.461112,1,low_polar+aliphatic+G+P,0.0
13.521385,3.3725338,5,polar,1.0
4.816702,12.446107,1,low_polar+aliphatic+G+P,0.0
3.284456,12.0974245,1,low_polar+aliphatic+G+P,0.0
2.5737524,11.923822,1,low_polar+aliphatic+G+P,0.0
2.0024552,1.0643305,3,pos_neg_charged,2.0
15.639305,7.389899,0,polar,1.0
16.806244,7.4819345,0,polar,1.0
4.9184995,9.938407,1,low_polar+aliphatic+G+P,0.0
4.42617,10.27131,1,low_polar+aliphatic+G+P,0.0
15.559245,8.01377,0,polar,1.0
16.315798,7.8852186,0,polar,1.0
6.037358,12.618455,1,low_polar+aliphatic+G+P,0.0
6.276738,11.798435,1,low_polar+aliphatic+G+P,0.0
3.3302557,13.245899,1,low_polar+aliphatic+G+P,0.0
15.235458,6.6272893,0,polar,1.0
2.4340606,11.170122,1,low_polar+aliphatic+G+P,0.0
5.846204,12.589833,1,low_polar+aliphatic+G+P,0.0
15.565731,7.2753506,0,polar,1.0
2.9096532,10.415836,1,low_polar+aliphatic+G+P,0.0
15.021704,6.941408,0,polar,1.0
4.6040044,13.89943,1,low_polar+aliphatic+G+P,0.0
4.3158326,12.517742,1,low_polar+aliphatic+G+P,0.0
6.022615,9.785206,1,low_polar+aliphatic+G+P,0.0
5.102845,13.935915,1,low_polar+aliphatic+G+P,0.0
14.097878,16.191944,2,P,3.0
5.4353056,13.348093,1,low_polar+aliphatic+G+P,0.0
2.0129771,12.527766,1,low_polar+aliphatic+G+P,0.0
16.658464,6.964269,0,polar,1.0
16.09534,6.703099,0,polar,1.0
13.510293,3.3285232,5,polar,1.0
13.498412,3.3272367,5,polar,1.0
13.492219,3.290276,5,polar,1.0
-2.571853,-2.8198884,11,neg,7.0
1.9150506,0.6137045,3,pos_neg_charged,2.0
16.684004,7.398847,0,polar,1.0
8.36224,-0.6916595,4,pos_neg_charged,2.0
5.3894925,-0.19951288,9,pos,5.0
3.1523914,1.0449138,3,pos_neg_charged,2.0
5.4231687,13.576653,1,low_polar+aliphatic+G+P,0.0
15.923088,7.3251886,0,polar,1.0
1.8905793,1.0417683,3,pos_neg_charged,2.0
2.1061215,1.1700324,3,pos_neg_charged,2.0
2.8498316,1.4658638,3,pos_neg_charged,2.0
13.513254,3.2022913,5,polar,1.0
5.3509507,13.094943,1,low_polar+aliphatic+G+P,0.0
-2.4896524,-2.8832674,11,neg,7.0
2.3891819,0.9355547,3,pos_neg_charged,2.0
2.5434628,1.4327495,3,pos_neg_charged,2.0
4.295053,9.352734,1,low_polar+aliphatic+G+P,0.0
5.877665,9.627109,1,low_polar+aliphatic+G+P,0.0
3.1133008,0.8384769,3,pos_neg_charged,2.0
4.39357,13.314189,1,low_polar+aliphatic+G+P,0.0
5.336223,-0.07492649,9,pos,5.0
4.3654633,13.337876,1,low_polar+aliphatic+G+P,0.0
4.8848553,13.475418,1,low_polar+aliphatic+G+P,0.0
4.749531,12.991045,1,low_polar+aliphatic+G+P,0.0
8.423733,-0.76881886,4,pos_neg_charged,2.0
2.5230298,0.7840883,3,pos_neg_charged,2.0
3.7805824,13.956474,1,low_polar+aliphatic+G+P,0.0
14.852163,6.5511575,0,polar,1.0
-4.6830406,3.603954,6,G,4.0
-4.8470645,3.8577864,6,G,4.0
2.606118,1.0277956,3,pos_neg_charged,2.0
13.791874,16.711975,2,P,3.0
4.0814667,11.086914,1,low_polar+aliphatic+G+P,0.0
6.381533,12.480474,1,low_polar+aliphatic+G+P,0.0
-2.5374298,-2.820136,11,neg,7.0
3.8577414,12.429156,1,low_polar+aliphatic+G+P,0.0
4.3971815,11.010775,1,low_polar+aliphatic+G+P,0.0
2.6074846,0.9567073,3,pos_neg_charged,2.0
3.8864677,12.615033,1,low_polar+aliphatic+G+P,0.0
4.507824,10.491576,1,low_polar+aliphatic+G+P,0.0
5.374673,11.896246,1,low_polar+aliphatic+G+P,0.0
5.3020267,12.310678,1,low_polar+aliphatic+G+P,0.0
2.589772,10.580199,1,low_polar+aliphatic+G+P,0.0
2.821733,11.180058,1,low_polar+aliphatic+G+P,0.0
4.767455,12.835534,1,low_polar+aliphatic+G+P,0.0
2.350896,10.170785,1,low_polar+aliphatic+G+P,0.0
1.7595823,0.8842719,3,pos_neg_charged,2.0
3.9637198,10.788832,1,low_polar+aliphatic+G+P,0.0
2.2031655,10.650956,1,low_polar+aliphatic+G+P,0.0
2.6671505,10.476369,1,low_polar+aliphatic+G+P,0.0
2.4935102,1.4063065,3,pos_neg_charged,2.0
-2.4300356,-2.7994,11,neg,7.0
3.1728764,9.396312,1,low_polar+aliphatic+G+P,0.0
1.6947696,10.756432,1,low_polar+aliphatic+G+P,0.0
1.7192388,10.942273,1,low_polar+aliphatic+G+P,0.0
